decision_id,order_id,selected_supplier_id,decided_at,agent_name,agent_version,confidence,selection_reason
DEC-000148,ORD-000148,SUP-028,2026-01-17T12:09:42.634Z,cluster-resolve-v1,1.0.0,0.84,Selected Al-Rowad Healthcare Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000149,ORD-000149,SUP-012,2026-07-26T20:27:23.807Z,cluster-resolve-v1,1.0.0,0.83,Selected Sovereign Medical Distro based on optimal unit cost and historical fill rate reliability.
DEC-000150,ORD-000150,SUP-007,2025-12-03T23:24:28.292Z,cluster-resolve-v1,1.0.0,0.95,Selected Upper Egypt Pharma Direct based on optimal unit cost and historical fill rate reliability.
DEC-000151,ORD-000151,SUP-014,2025-11-01T12:57:13.506Z,cluster-resolve-v1,1.0.0,0.96,Selected Sphinx Healthcare Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-000152,ORD-000152,SUP-008,2026-08-02T22:11:11.077Z,cluster-resolve-v1,1.0.0,0.88,Selected Middle East Pharmaceutical Hub based on optimal unit cost and historical fill rate reliability.
DEC-000153,ORD-000153,SUP-016,2026-06-12T17:28:35.609Z,cluster-resolve-v1,1.0.0,0.84,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000154,ORD-000154,SUP-015,2025-12-10T14:05:49.080Z,cluster-resolve-v1,1.0.0,0.91,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000155,ORD-000155,SUP-008,2026-05-21T18:57:06.103Z,cluster-resolve-v1,1.0.0,0.84,Selected Middle East Pharmaceutical Hub based on optimal unit cost and historical fill rate reliability.
DEC-000156,ORD-000156,SUP-003,2026-04-26T06:45:09.511Z,cluster-resolve-v1,1.0.0,0.94,Selected Alexandria MedLog Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-000157,ORD-000157,SUP-010,2025-10-09T01:21:40.123Z,cluster-resolve-v1,1.0.0,0.96,Selected Delta Prime Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-000158,ORD-000158,SUP-003,2026-01-03T21:26:37.847Z,cluster-resolve-v1,1.0.0,0.94,Selected Alexandria MedLog Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-000159,ORD-000159,SUP-026,2026-08-10T00:25:36.688Z,cluster-resolve-v1,1.0.0,0.87,Selected Al-Safwa Pharma Distro based on optimal unit cost and historical fill rate reliability.
DEC-000160,ORD-000160,SUP-001,2026-06-17T15:44:32.960Z,cluster-resolve-v1,1.0.0,0.91,Selected Nile Delta Pharma Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000161,ORD-000161,SUP-015,2025-11-05T21:35:21.739Z,cluster-resolve-v1,1.0.0,0.89,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000162,ORD-000162,SUP-016,2026-08-12T00:56:41.476Z,cluster-resolve-v1,1.0.0,0.87,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000163,ORD-000163,SUP-011,2026-02-06T13:40:41.510Z,cluster-resolve-v1,1.0.0,0.93,Selected Apex National Pharma Logistic based on optimal unit cost and historical fill rate reliability.
DEC-000164,ORD-000164,SUP-015,2026-06-11T03:48:10.466Z,cluster-resolve-v1,1.0.0,0.9,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000165,ORD-000165,SUP-022,2026-05-29T18:16:34.549Z,cluster-resolve-v1,1.0.0,0.87,Selected Mediterranean Med Logistics based on optimal unit cost and historical fill rate reliability.
DEC-000166,ORD-000166,SUP-028,2026-05-01T22:28:14.696Z,cluster-resolve-v1,1.0.0,0.82,Selected Al-Rowad Healthcare Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000167,ORD-000167,SUP-028,2026-08-10T18:36:22.971Z,cluster-resolve-v1,1.0.0,0.95,Selected Al-Rowad Healthcare Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000168,ORD-000168,SUP-015,2025-11-03T20:47:41.194Z,cluster-resolve-v1,1.0.0,0.83,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000169,ORD-000169,SUP-019,2026-05-05T02:44:46.430Z,cluster-resolve-v1,1.0.0,0.84,Selected Pharaonic Medical Logistics based on optimal unit cost and historical fill rate reliability.
DEC-000170,ORD-000170,SUP-014,2026-08-09T15:46:47.211Z,cluster-resolve-v1,1.0.0,0.94,Selected Sphinx Healthcare Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-000171,ORD-000171,SUP-016,2026-05-30T11:17:21.714Z,cluster-resolve-v1,1.0.0,0.91,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000172,ORD-000172,SUP-002,2026-08-07T10:59:58.311Z,cluster-resolve-v1,1.0.0,0.94,Selected Horus Medical Supply Co. based on optimal unit cost and historical fill rate reliability.
DEC-000173,ORD-000173,SUP-011,2025-11-28T07:21:13.015Z,cluster-resolve-v1,1.0.0,0.89,Selected Apex National Pharma Logistic based on optimal unit cost and historical fill rate reliability.
DEC-000174,ORD-000174,SUP-006,2025-10-06T06:24:55.139Z,cluster-resolve-v1,1.0.0,0.89,Selected Sinai Medical Trading based on optimal unit cost and historical fill rate reliability.
DEC-000175,ORD-000175,SUP-015,2026-06-19T11:55:57.667Z,cluster-resolve-v1,1.0.0,0.86,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000176,ORD-000176,SUP-021,2026-03-10T13:22:02.282Z,cluster-resolve-v1,1.0.0,0.9,Selected Red Sea Pharma Supply based on optimal unit cost and historical fill rate reliability.
DEC-000177,ORD-000177,SUP-026,2026-08-05T13:40:08.636Z,cluster-resolve-v1,1.0.0,0.94,Selected Al-Safwa Pharma Distro based on optimal unit cost and historical fill rate reliability.
DEC-000178,ORD-000178,SUP-017,2026-05-29T05:08:22.766Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Cleopatra Pharma Hub due to strategic volume contract despite higher per-unit quote.
DEC-000179,ORD-000179,SUP-006,2026-05-25T09:48:06.066Z,cluster-resolve-v1,1.0.0,0.91,Selected Sinai Medical Trading based on optimal unit cost and historical fill rate reliability.
DEC-000180,ORD-000180,SUP-016,2025-10-23T19:57:57.127Z,cluster-resolve-v1,1.0.0,0.72,Selected Amon Medical Supplies under emergency stock allocation.
DEC-000181,ORD-000181,SUP-027,2026-01-03T18:39:15.515Z,cluster-resolve-v1,1.0.0,0.93,Selected United Egyptian Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-000182,ORD-000182,SUP-015,2025-11-25T23:44:25.269Z,cluster-resolve-v1,1.0.0,0.83,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000183,ORD-000183,SUP-013,2026-03-24T22:06:04.882Z,cluster-resolve-v1,1.0.0,0.85,Selected Karnak Pharma Services based on optimal unit cost and historical fill rate reliability.
DEC-000184,ORD-000184,SUP-014,2026-01-17T14:18:13.299Z,cluster-resolve-v1,1.0.0,0.88,Selected Sphinx Healthcare Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-000185,ORD-000185,SUP-005,2026-08-13T19:01:09.199Z,cluster-resolve-v1,1.0.0,0.93,Selected Pyramids Health Logistics based on optimal unit cost and historical fill rate reliability.
DEC-000186,ORD-000186,SUP-002,2026-08-13T18:15:06.450Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Horus Medical Supply Co. due to strategic volume contract despite higher per-unit quote.
DEC-000187,ORD-000187,SUP-024,2026-02-26T02:25:50.682Z,cluster-resolve-v1,1.0.0,0.84,Selected Canal Cities Drug Supply based on optimal unit cost and historical fill rate reliability.
DEC-000188,ORD-000188,SUP-004,2025-10-25T06:03:04.605Z,cluster-resolve-v1,1.0.0,0.88,Selected Cairo Valley Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000189,ORD-000189,SUP-015,2025-11-04T09:24:51.503Z,cluster-resolve-v1,1.0.0,0.93,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000190,ORD-000190,SUP-028,2026-04-13T12:49:53.869Z,cluster-resolve-v1,1.0.0,0.88,Selected Al-Rowad Healthcare Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000191,ORD-000191,SUP-027,2026-01-10T21:34:34.831Z,cluster-resolve-v1,1.0.0,0.82,Selected United Egyptian Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-000192,ORD-000192,SUP-018,2026-08-07T12:20:55.077Z,cluster-resolve-v1,1.0.0,0.83,Selected Ramses Healthcare Distro based on optimal unit cost and historical fill rate reliability.
DEC-000193,ORD-000193,SUP-022,2025-10-03T18:59:46.491Z,cluster-resolve-v1,1.0.0,0.94,Selected Mediterranean Med Logistics based on optimal unit cost and historical fill rate reliability.
DEC-000194,ORD-000194,SUP-002,2026-06-04T17:22:51.610Z,cluster-resolve-v1,1.0.0,0.85,Selected Horus Medical Supply Co. based on optimal unit cost and historical fill rate reliability.
DEC-000195,ORD-000195,SUP-012,2025-10-15T09:29:44.403Z,cluster-resolve-v1,1.0.0,0.9,Selected Sovereign Medical Distro based on optimal unit cost and historical fill rate reliability.
DEC-000196,ORD-000196,SUP-015,2025-11-09T19:25:17.205Z,cluster-resolve-v1,1.0.0,0.93,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000197,ORD-000197,SUP-019,2026-02-22T15:25:39.024Z,cluster-resolve-v1,1.0.0,0.86,Selected Pharaonic Medical Logistics based on optimal unit cost and historical fill rate reliability.
DEC-000198,ORD-000198,SUP-016,2026-04-09T19:26:34.053Z,cluster-resolve-v1,1.0.0,0.93,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000199,ORD-000199,SUP-015,2026-05-21T20:43:00.145Z,cluster-resolve-v1,1.0.0,0.92,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000200,ORD-000200,SUP-024,2026-08-04T20:08:14.023Z,cluster-resolve-v1,1.0.0,0.96,Selected Canal Cities Drug Supply based on optimal unit cost and historical fill rate reliability.
DEC-000201,ORD-000201,SUP-025,2026-08-11T12:16:43.452Z,cluster-resolve-v1,1.0.0,0.83,Selected Al-Salam Medical Trading based on optimal unit cost and historical fill rate reliability.
DEC-000202,ORD-000202,SUP-024,2026-08-09T15:27:26.991Z,cluster-resolve-v1,1.0.0,0.96,Selected Canal Cities Drug Supply based on optimal unit cost and historical fill rate reliability.
DEC-000203,ORD-000203,SUP-015,2026-04-11T13:31:13.166Z,cluster-resolve-v1,1.0.0,0.94,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000204,ORD-000204,SUP-011,2026-02-17T17:31:58.035Z,cluster-resolve-v1,1.0.0,0.87,Selected Apex National Pharma Logistic based on optimal unit cost and historical fill rate reliability.
DEC-000205,ORD-000205,SUP-009,2026-05-09T03:18:32.909Z,cluster-resolve-v1,1.0.0,0.85,Selected Al-Amal Medical Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000206,ORD-000206,SUP-010,2026-04-17T13:07:39.689Z,cluster-resolve-v1,1.0.0,0.91,Selected Delta Prime Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-000207,ORD-000207,SUP-016,2026-02-01T11:42:35.772Z,cluster-resolve-v1,1.0.0,0.86,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000208,ORD-000208,SUP-001,2026-08-12T04:55:35.043Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Nile Delta Pharma Distribution due to strategic volume contract despite higher per-unit quote.
DEC-000209,ORD-000209,SUP-024,2026-05-17T12:56:06.306Z,cluster-resolve-v1,1.0.0,0.83,Selected Canal Cities Drug Supply based on optimal unit cost and historical fill rate reliability.
DEC-000210,ORD-000210,SUP-015,2026-02-08T01:57:40.487Z,cluster-resolve-v1,1.0.0,0.85,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000211,ORD-000211,SUP-015,2026-01-20T10:33:23.151Z,cluster-resolve-v1,1.0.0,0.84,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000212,ORD-000212,SUP-003,2026-02-27T09:27:11.719Z,cluster-resolve-v1,1.0.0,0.91,Selected Alexandria MedLog Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-000213,ORD-000213,SUP-018,2026-05-15T09:41:29.337Z,cluster-resolve-v1,1.0.0,0.92,Selected Ramses Healthcare Distro based on optimal unit cost and historical fill rate reliability.
DEC-000214,ORD-000214,SUP-022,2026-07-30T07:29:21.536Z,cluster-resolve-v1,1.0.0,0.95,Selected Mediterranean Med Logistics based on optimal unit cost and historical fill rate reliability.
DEC-000215,ORD-000215,SUP-023,2025-12-23T09:49:57.734Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Oasis Pharma Distribution due to strategic volume contract despite higher per-unit quote.
DEC-000216,ORD-000216,SUP-016,2025-10-04T21:12:59.811Z,cluster-resolve-v1,1.0.0,0.95,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000217,ORD-000217,SUP-015,2026-08-10T20:05:12.410Z,cluster-resolve-v1,1.0.0,0.83,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000218,ORD-000218,SUP-008,2026-07-10T09:18:36.396Z,cluster-resolve-v1,1.0.0,0.93,Selected Middle East Pharmaceutical Hub based on optimal unit cost and historical fill rate reliability.
DEC-000219,ORD-000219,SUP-015,2025-11-14T08:16:23.382Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Lotus Drug Distribution due to strategic volume contract despite higher per-unit quote.
DEC-000220,ORD-000220,SUP-011,2026-06-09T05:40:42.533Z,cluster-resolve-v1,1.0.0,0.95,Selected Apex National Pharma Logistic based on optimal unit cost and historical fill rate reliability.
DEC-000221,ORD-000221,SUP-020,2025-11-01T15:12:46.638Z,cluster-resolve-v1,1.0.0,0.9,Selected Nefertiti Drug Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-000222,ORD-000222,SUP-023,2026-08-09T04:43:35.358Z,cluster-resolve-v1,1.0.0,0.83,Selected Oasis Pharma Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000223,ORD-000223,SUP-025,2026-06-01T17:47:23.945Z,cluster-resolve-v1,1.0.0,0.84,Selected Al-Salam Medical Trading based on optimal unit cost and historical fill rate reliability.
DEC-000224,ORD-000224,SUP-015,2026-08-13T11:40:12.117Z,cluster-resolve-v1,1.0.0,0.84,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000225,ORD-000225,SUP-011,2026-04-13T23:56:43.166Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Apex National Pharma Logistic due to strategic volume contract despite higher per-unit quote.
DEC-000226,ORD-000226,SUP-010,2025-11-01T09:53:12.145Z,cluster-resolve-v1,1.0.0,0.94,Selected Delta Prime Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-000227,ORD-000227,SUP-028,2026-07-01T19:18:20.702Z,cluster-resolve-v1,1.0.0,0.9,Selected Al-Rowad Healthcare Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000228,ORD-000228,SUP-018,2026-07-03T23:52:14.355Z,cluster-resolve-v1,1.0.0,0.85,Selected Ramses Healthcare Distro based on optimal unit cost and historical fill rate reliability.
DEC-000229,ORD-000229,SUP-028,2026-05-24T19:43:20.317Z,cluster-resolve-v1,1.0.0,0.94,Selected Al-Rowad Healthcare Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000230,ORD-000230,SUP-001,2026-08-04T22:41:32.821Z,cluster-resolve-v1,1.0.0,0.86,Selected Nile Delta Pharma Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000231,ORD-000231,SUP-015,2025-10-30T02:26:16.687Z,cluster-resolve-v1,1.0.0,0.9,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000232,ORD-000232,SUP-010,2026-04-17T17:20:47.630Z,cluster-resolve-v1,1.0.0,0.89,Selected Delta Prime Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-000233,ORD-000233,SUP-018,2026-04-29T03:37:53.626Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Ramses Healthcare Distro due to strategic volume contract despite higher per-unit quote.
DEC-000234,ORD-000234,SUP-016,2025-10-27T00:24:51.266Z,cluster-resolve-v1,1.0.0,0.84,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000235,ORD-000235,SUP-020,2026-04-13T10:00:12.350Z,cluster-resolve-v1,1.0.0,0.94,Selected Nefertiti Drug Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-000236,ORD-000236,SUP-004,2025-10-27T19:12:49.304Z,cluster-resolve-v1,1.0.0,0.82,Selected Cairo Valley Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000237,ORD-000237,SUP-011,2025-11-06T01:31:19.955Z,cluster-resolve-v1,1.0.0,0.92,Selected Apex National Pharma Logistic based on optimal unit cost and historical fill rate reliability.
DEC-000238,ORD-000238,SUP-015,2026-05-05T07:34:52.725Z,cluster-resolve-v1,1.0.0,0.91,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000239,ORD-000239,SUP-013,2026-05-30T04:51:30.080Z,cluster-resolve-v1,1.0.0,0.95,Selected Karnak Pharma Services based on optimal unit cost and historical fill rate reliability.
DEC-000240,ORD-000240,SUP-005,2026-01-21T13:22:05.200Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Pyramids Health Logistics due to strategic volume contract despite higher per-unit quote.
DEC-000241,ORD-000241,SUP-014,2026-04-17T07:08:33.276Z,cluster-resolve-v1,1.0.0,0.94,Selected Sphinx Healthcare Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-000242,ORD-000242,SUP-010,2026-08-12T03:27:17.676Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Delta Prime Wholesale due to strategic volume contract despite higher per-unit quote.
DEC-000243,ORD-000243,SUP-016,2025-12-31T11:54:20.323Z,cluster-resolve-v1,1.0.0,0.89,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
